Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
fae03a2d8732d0bebc7dd16a6d2789c8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales; g__Phocaeicola; s__Bacteroides coprocola DSM 17136	0.9993193121378084
11b4d7e4bcb6bcd8f6d1b27aac33f859	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii	0.9999775843465962
2eca4fca3cea235078cf5ff3142455b5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Eubacterium]; s__rectale ATCC 33656	0.9191478037637366
e7f7014e5cd0b7d19721eec6c9db5d4a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales; g__Phocaeicola; s__vulgatus	0.867631545961372
10acc67fb3b2226213bf8f7aa7010097	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.999973431019519
b0494fa759de2228e3f6b3900949b6a9	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	0.99999999999299
ab2268601082058d6f105281c19b29e8	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelatoclostridium	0.786956695144247
481da41907e61341e0284f55af49f1e8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.9898482600320558
fb9c4b48fcb5d89827e4d868e63846a8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__wexlerae DSM 19850	0.9006786488854481
f3fc3c1992d8118d6105048408aaf6d6	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9885429770391205
f48b96a2ac3575d5febeccd891bfa6e1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	0.9938386290611713
c57bf51f33c656b83ae967392536b842	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.8805271091603365
8ce638638fc5ee9e2128ac4bd03ed11e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9801258993306241
b0b7e0684534d30188caff30a7293095	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	0.99999995439573
afe3fa5345246a89a6e0a1829085b1ca	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999996307880781
2f561a0913fb0ed1a03d6cbdd1796e0c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__hadrus	0.9999997498195257
6e61be427a840557a7cc183eaa91cdc1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__longicatena	0.9997388477221286
b87a224e8288ae3e76f0d510d4c86f93	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella	0.9999999257979162
68ad65c03501c8130b011b1a7f526046	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis	0.9998833174778361
178f73be7dac25bb54a01a2a98aa1d90	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0.9999999833029812
6f063a38df307a2c50a525bf2ae85f7d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__luti	0.9995341859246814
c4e55d1fa1d9152699f44847eec89821	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; s__saccharivorans	0.9999946413565557
30df14f2f14a4dffdd88e605d05cdb94	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Succiniclasticum; s__ruminis	0.9900717864962045
4d1e777e418e32199e7408a0504ba3a4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Mediterraneibacter; s__[Ruminococcus] faecis JCM 15917	0.999821142095791
c1125ce71352e687cdca64422555bd05	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerobutyricum; s__hallii	0.9997589968360724
eb1762621cf55a014bc28b1ec812faa1	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	0.9999999560698334
81bf1b715cd2e67eb3dd611e63a85af0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae ATCC 33392	0.9474254663572568
725cd35204ba000e3188f6703636bdcd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__ventriculi	0.9931086315127349
570518329bcfdbe7692074f1dbac5b93	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0.9999998755262258
e158854fafbc6e0901d009aac9a6bf55	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis	0.9199274476383704
32becbab8b98329cfa3dcc9f388743bb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.9923753615267376
6124dc8347337928ae225e94849fdd3a	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia	0.9999997996713781
2d74b1df38fd5eb0422d4db71d34bf2a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999728837124534
fc14c89f87285d9ee22449c0572d8225	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999991065563258
3fa362e7a0e1a9a9881b89d7f4b7a016	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales; g__Phocaeicola; s__vulgatus	0.8609280438231682
5ae65d36547a8e33f9781707f75b1e10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	0.9999998511674626
ccb07d5944397e3032ce810f6ea6a642	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; s__excrementihominis	0.9999999122111841
346c97cf0ed902780c7e2eedad38e41f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__comes ATCC 27758	0.9200746569100378
a21cfd032a361f300ef8d55432a37d12	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerobutyricum; s__hallii	0.9993223065942786
fc390b628de02b6c0b83893b65559945	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum ATCC 29174	0.9995125127401288
41f5a7717e5d48f5cc1311d0b750df61	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__faecicola	0.9994738022362889
70b72ec5e384216852dccb2d1966c92a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis	0.9202022106653421
871adfb041637498828d7a06b99c7550	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9985589070308387
894dbcf72862ef7b10912406ad154b1b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999964165657
117a2657f06a6af58ffc0e1048e24640	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9999999999332557
d2730421c3efeff910dd45098197539b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__faecis	0.999970884843394
31d95673fc644c57375047be4e8af8b9	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__dispar	0.8475826816080109
e88ad30f9c02c0170274af31f02c57e6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.7681123291119581
f28d0102c869754175d8a50f75686ed7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__hominis A2-183	0.9653419315699676
928395d4b19847c550c0db6242085442	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__stercoris ATCC 43183	0.9998365440956095
